gID	cind
NM_001009957	26
NM_001009958	26
NM_001012423	26
NM_001012731	26
NM_001013258	26
NM_001017368	26
NM_001023567	26
NM_001024683	26
NM_001029954	26
NM_001499	26
NM_002357	26
NM_002540	26
NM_002618	26
NM_002871	26
NM_002943	26
NM_003591	26
NM_003861	26
NM_004130	26
NM_004664	26
NM_004837	26
NM_005148	26
NM_005324	26
NM_005455	26
NM_005738	26
NM_005899	26
NM_006134	26
NM_006241	26
NM_006251	26
NM_006267	26
NM_006346	26
NM_006421	26
NM_006499	26
NM_006544	26
NM_006568	26
NM_006768	26
NM_006874	26
NM_006901	26
NM_007195	26
NM_007204	26
NM_007218	26
NM_012141	26
NM_012260	26
NM_013255	26
NM_013320	26
NM_013396	26
NM_013440	26
NM_014290	26
NM_015046	26
NM_015251	26
NM_015434	26
NM_015508	26
NM_015888	26
NM_015926	26
NM_015929	26
NM_016030	26
NM_016053	26
NM_016118	26
NM_016274	26
NM_016323	26
NM_016474	26
NM_016530	26
NM_016552	26
NM_017414	26
NM_017447	26
NM_017709	26
NM_017880	26
NM_018113	26
NM_018183	26
NM_018254	26
NM_018322	26
NM_018341	26
NM_018388	26
NM_018433	26
NM_019110	26
NM_019891	26
NM_020235	26
NM_021009	26
NM_022447	26
NM_022758	26
NM_022771	26
NM_022786	26
NM_024790	26
NM_024997	26
NM_025103	26
NM_025180	26
NM_030974	26
NM_031212	26
NM_031445	26
NM_031858	26
NM_031862	26
NM_032127	26
NM_032228	26
NM_032354	26
NM_032837	26
NM_033285	26
NM_033412	26
NM_052888	26
NM_057178	26
NM_080677	26
NM_134261	26
NM_134262	26
NM_138384	26
NM_138447	26
NM_139118	26
NM_139119	26
NM_139121	26
NM_139320	26
NM_144584	26
NM_144664	26
NM_145012	26
NM_145251	26
NM_145693	26
NM_147128	26
NM_152264	26
NM_152408	26
NM_152602	26
NM_152609	26
NM_152640	26
NM_152784	26
NM_152912	26
NM_153437	26
NM_153449	26
NM_173514	26
NM_174887	26
NM_178169	26
NM_178238	26
NM_178439	26
NM_181077	26
NM_181698	26
NM_183065	26
NM_201544	26
NM_201545	26
NM_201999	26
NM_212460	26
NM_001001415	27
NM_001001551	27
NM_001002261	27
NM_001003407	27
NM_001003674	27
NM_001003789	27
NM_001003795	27
NM_001004302	27
NM_001005505	27
NM_001005852	27
NM_001006681	27
NM_001008563	27
NM_001013579	27
NM_001014283	27
NM_001017987	27
NM_001029882	27
NM_001032999	27
NM_001033049	27
NM_001240	27
NM_001247	27
NM_001352	27
NM_002313	27
NM_002757	27
NM_002833	27
NM_003434	27
NM_003436	27
NM_003439	27
NM_003790	27
NM_003846	27
NM_003959	27
NM_004075	27
NM_004326	27
NM_004338	27
NM_004592	27
NM_004758	27
NM_004778	27
NM_004808	27
NM_004867	27
NM_004992	27
NM_005089	27
NM_005093	27
NM_005126	27
NM_005476	27
NM_005682	27
NM_005859	27
NM_006037	27
NM_006266	27
NM_006524	27
NM_006676	27
NM_006717	27
NM_006720	27
NM_007082	27
NM_012210	27
NM_012282	27
NM_013399	27
NM_014147	27
NM_014698	27
NM_014700	27
NM_014738	27
NM_014746	27
NM_014751	27
NM_014758	27
NM_014853	27
NM_014860	27
NM_014925	27
NM_014967	27
NM_015002	27
NM_015066	27
NM_015100	27
NM_015147	27
NM_015203	27
NM_015254	27
NM_015288	27
NM_015291	27
NM_015466	27
NM_015483	27
NM_015490	27
NM_015570	27
NM_015726	27
NM_015873	27
NM_015894	27
NM_015947	27
NM_016014	27
NM_016114	27
NM_016210	27
NM_017415	27
NM_018094	27
NM_018157	27
NM_018337	27
NM_018394	27
NM_018486	27
NM_018667	27
NM_018714	27
NM_018996	27
NM_019021	27
NM_020347	27
NM_020425	27
NM_020447	27
NM_020524	27
NM_020654	27
NM_020657	27
NM_020699	27
NM_020912	27
NM_021045	27
NM_022039	27
NM_022766	27
NM_022895	27
NM_023080	27
NM_023926	27
NM_024328	27
NM_024620	27
NM_024779	27
NM_024789	27
NM_024833	27
NM_030580	27
NM_031209	27
NM_031448	27
NM_031901	27
NM_032347	27
NM_032357	27
NM_032576	27
NM_032775	27
NM_032825	27
NM_032850	27
NM_053042	27
NM_053053	27
NM_080701	27
NM_133450	27
NM_138426	27
NM_138778	27
NM_138795	27
NM_144603	27
NM_145162	27
NM_153266	27
NM_175709	27
NM_181482	27
NM_181706	27
NM_181786	27
NM_182498	27
NM_182547	27
NM_182661	27
NM_201524	27
NM_201525	27
NM_207306	27
NM_000179	28
NM_000249	28
NM_000534	28
NM_000937	28
NM_001001436	28
NM_001001483	28
NM_001002269	28
NM_001003681	28
NM_001007027	28
NM_001007278	28
NM_001008744	28
NM_001013438	28
NM_001014990	28
NM_001015885	28
NM_001017406	28
NM_001030007	28
NM_001031710	28
NM_001033521	28
NM_001033522	28
NM_001034194	28
NM_001239	28
NM_001324	28
NM_001326	28
NM_001896	28
NM_001938	28
NM_002271	28
NM_002486	28
NM_002505	28
NM_002525	28
NM_002532	28
NM_002553	28
NM_002623	28
NM_002707	28
NM_002765	28
NM_002791	28
NM_002802	28
NM_002876	28
NM_003194	28
NM_003201	28
NM_003291	28
NM_003590	28
NM_003592	28
NM_003610	28
NM_003653	28
NM_003659	28
NM_003845	28
NM_003852	28
NM_003875	28
NM_003904	28
NM_003910	28
NM_004094	28
NM_004238	28
NM_004270	28
NM_004280	28
NM_004298	28
NM_004365	28
NM_004379	28
NM_004492	28
NM_004504	28
NM_004515	28
NM_004559	28
NM_004645	28
NM_004782	28
NM_004805	28
NM_004853	28
NM_005316	28
NM_005537	28
NM_005744	28
NM_005804	28
NM_006190	28
NM_006296	28
NM_006342	28
NM_006431	28
NM_006468	28
NM_006716	28
NM_006852	28
NM_006951	28
NM_007006	28
NM_007044	28
NM_007051	28
NM_007172	28
NM_007349	28
NM_012333	28
NM_013254	28
NM_013263	28
NM_013448	28
NM_014050	28
NM_014254	28
NM_014345	28
NM_014463	28
NM_014614	28
NM_014669	28
NM_014691	28
NM_014708	28
NM_014814	28
NM_014885	28
NM_014913	28
NM_014976	28
NM_015013	28
NM_015014	28
NM_015045	28
NM_015330	28
NM_015354	28
NM_015442	28
NM_015446	28
NM_015684	28
NM_015955	28
NM_015960	28
NM_016001	28
NM_016042	28
NM_016093	28
NM_016207	28
NM_016284	28
NM_016290	28
NM_016301	28
NM_016320	28
NM_017446	28
NM_017785	28
NM_017816	28
NM_017835	28
NM_017858	28
NM_017897	28
NM_017917	28
NM_017975	28
NM_018202	28
NM_018263	28
NM_018270	28
NM_018297	28
NM_018386	28
NM_018638	28
NM_018698	28
NM_018846	28
NM_019006	28
NM_019852	28
NM_020313	28
NM_020409	28
NM_020424	28
NM_021188	28
NM_021254	28
NM_021639	28
NM_021826	28
NM_022341	28
NM_022488	28
NM_022764	28
NM_024077	28
NM_024580	28
NM_024624	28
NM_024640	28
NM_024644	28
NM_024775	28
NM_024899	28
NM_025077	28
NM_030877	28
NM_031446	28
NM_032273	28
NM_032360	28
NM_032368	28
NM_032377	28
NM_032382	28
NM_032673	28
NM_032885	28
NM_032900	28
NM_033082	28
NM_033107	28
NM_033276	28
NM_053023	28
NM_078468	28
NM_138421	28
NM_139199	28
NM_144680	28
NM_152316	28
NM_152329	28
NM_152905	28
NM_153485	28
NM_153645	28
NM_173659	28
NM_174930	28
NM_177423	28
NM_177951	28
NM_177952	28
NM_177983	28
NM_194249	28
NM_198217	28
NM_198218	28
NM_198219	28
NM_199324	28
NM_201438	28
NM_203364	28
NM_000018	29
NM_000117	29
NM_000191	29
NM_000302	29
NM_000405	29
NM_000628	29
NM_000688	29
NM_000754	29
NM_000801	29
NM_000904	29
NM_000941	29
NM_001001329	29
NM_001005335	29
NM_001008530	29
NM_001009932	29
NM_001014436	29
NM_001017421	29
NM_001024844	29
NM_001029896	29
NM_001144	29
NM_001191	29
NM_001382	29
NM_001533	29
NM_001628	29
NM_002070	29
NM_002346	29
NM_002484	29
NM_002556	29
NM_002560	29
NM_002633	29
NM_002637	29
NM_002733	29
NM_003040	29
NM_003344	29
NM_003379	29
NM_003475	29
NM_003501	29
NM_003655	29
NM_003670	29
NM_003900	29
NM_003901	29
NM_004252	29
NM_004419	29
NM_004427	29
NM_004583	29
NM_004635	29
NM_004759	29
NM_004891	29
NM_005227	29
NM_005258	29
NM_005534	29
NM_005881	29
NM_006051	29
NM_006099	29
NM_006145	29
NM_006410	29
NM_006423	29
NM_006715	29
NM_006730	29
NM_006801	29
NM_006858	29
NM_006923	29
NM_007022	29
NM_007075	29
NM_007229	29
NM_007310	29
NM_007346	29
NM_012155	29
NM_013241	29
NM_013286	29
NM_013384	29
NM_014187	29
NM_014297	29
NM_014397	29
NM_014437	29
NM_014489	29
NM_014742	29
NM_014780	29
NM_015388	29
NM_015411	29
NM_015457	29
NM_015609	29
NM_015666	29
NM_015946	29
NM_015999	29
NM_016057	29
NM_017567	29
NM_017727	29
NM_017814	29
NM_018106	29
NM_018107	29
NM_018984	29
NM_018986	29
NM_019058	29
NM_020158	29
NM_020376	29
NM_020462	29
NM_021934	29
NM_021975	29
NM_022078	29
NM_022147	29
NM_022460	29
NM_022566	29
NM_023079	29
NM_024006	29
NM_024544	29
NM_024671	29
NM_024845	29
NM_025079	29
NM_025201	29
NM_031434	29
NM_031459	29
NM_031902	29
NM_032634	29
NM_032889	29
NM_033386	29
NM_080861	29
NM_138288	29
NM_138355	29
NM_138387	29
NM_138401	29
NM_139265	29
NM_144568	29
NM_152540	29
NM_152850	29
NM_153611	29
NM_175063	29
NM_177401	29
NM_181715	29
NM_198040	29
NM_198563	29
NM_199166	29
NM_203298	29
NM_000368	30
NM_000436	30
NM_001001671	30
NM_001005207	30
NM_001006605	30
NM_001007214	30
NM_001008938	30
NM_001012733	30
NM_001013437	30
NM_001025252	30
NM_001025253	30
NM_001031707	30
NM_001031708	30
NM_001033025	30
NM_001080	30
NM_001283	30
NM_001673	30
NM_001743	30
NM_002109	30
NM_002361	30
NM_002595	30
NM_002752	30
NM_002879	30
NM_003038	30
NM_003388	30
NM_003634	30
NM_003799	30
NM_003850	30
NM_003898	30
NM_003922	30
NM_004087	30
NM_004124	30
NM_004627	30
NM_004667	30
NM_004763	30
NM_004794	30
NM_004866	30
NM_004935	30
NM_005000	30
NM_005111	30
NM_005530	30
NM_005563	30
NM_005652	30
NM_005917	30
NM_006055	30
NM_006082	30
NM_006095	30
NM_006166	30
NM_006578	30
NM_006628	30
NM_006803	30
NM_006985	30
NM_007274	30
NM_012084	30
NM_012117	30
NM_012300	30
NM_012395	30
NM_013233	30
NM_013300	30
NM_014231	30
NM_014363	30
NM_014412	30
NM_014711	30
NM_014812	30
NM_015091	30
NM_015199	30
NM_015214	30
NM_015361	30
NM_015447	30
NM_015537	30
NM_015558	30
NM_015560	30
NM_016063	30
NM_016194	30
NM_017544	30
NM_017775	30
NM_018085	30
NM_018158	30
NM_018170	30
NM_018233	30
NM_018238	30
NM_018244	30
NM_018246	30
NM_018339	30
NM_018685	30
NM_019895	30
NM_021078	30
NM_021159	30
NM_021190	30
NM_021204	30
NM_022900	30
NM_024036	30
NM_024948	30
NM_032704	30
NM_032804	30
NM_133436	30
NM_138336	30
NM_144490	30
NM_145858	30
NM_152341	30
NM_152542	30
NM_153331	30
NM_153613	30
NM_153688	30
NM_178863	30
NM_181354	30
NM_181705	30
NM_181864	30
NM_181865	30
NM_181866	30
NM_183356	30
NM_198401	30
NM_203399	30
NM_203401	30
NM_000222	31
NM_000297	31
NM_000305	31
NM_000490	31
NM_000901	31
NM_000915	31
NM_000933	31
NM_001001887	31
NM_001004346	31
NM_001006639	31
NM_001006640	31
NM_001006935	31
NM_001008738	31
NM_001014811	31
NM_001024956	31
NM_001025436	31
NM_001030055	31
NM_001034850	31
NM_001263	31
NM_001338	31
NM_001431	31
NM_001698	31
NM_001853	31
NM_002069	31
NM_002112	31
NM_002448	31
NM_002674	31
NM_002844	31
NM_002906	31
NM_002956	31
NM_003223	31
NM_003272	31
NM_003304	31
NM_003618	31
NM_003712	31
NM_003772	31
NM_003781	31
NM_003980	31
NM_004378	31
NM_004650	31
NM_004675	31
NM_004748	31
NM_004817	31
NM_005506	31
NM_005607	31
NM_005763	31
NM_006064	31
NM_006096	31
NM_006105	31
NM_006219	31
NM_006264	31
NM_006680	31
NM_006731	31
NM_006918	31
NM_012070	31
NM_012175	31
NM_012424	31
NM_012431	31
NM_013437	31
NM_014011	31
NM_014035	31
NM_014112	31
NM_014362	31
NM_014454	31
NM_014629	31
NM_014701	31
NM_014719	31
NM_014804	31
NM_014898	31
NM_014942	31
NM_014990	31
NM_015141	31
NM_015191	31
NM_015238	31
NM_015296	31
NM_015313	31
NM_015453	31
NM_015481	31
NM_015541	31
NM_015989	31
NM_016010	31
NM_016073	31
NM_016524	31
NM_016548	31
NM_016608	31
NM_016831	31
NM_017691	31
NM_017938	31
NM_018159	31
NM_018181	31
NM_018373	31
NM_018439	31
NM_018658	31
NM_018700	31
NM_019000	31
NM_019012	31
NM_020121	31
NM_020739	31
NM_020960	31
NM_021226	31
NM_021244	31
NM_023927	31
NM_024713	31
NM_024930	31
NM_025268	31
NM_030801	31
NM_030954	31
NM_030962	31
NM_031438	31
NM_031469	31
NM_031885	31
NM_032832	31
NM_032852	31
NM_033111	31
NM_033331	31
NM_033425	31
NM_080742	31
NM_144949	31
NM_145117	31
NM_145290	31
NM_152313	31
NM_152409	31
NM_152594	31
NM_152665	31
NM_153234	31
NM_170742	31
NM_174928	31
NM_175075	31
NM_177543	31
NM_177937	31
NM_178140	31
NM_178537	31
NM_183376	31
NM_198315	31
NM_198484	31
NM_199050	31
NM_000021	32
NM_000122	32
NM_000194	32
NM_001002032	32
NM_001005909	32
NM_001006635	32
NM_001007468	32
NM_001008897	32
NM_001009877	32
NM_001030006	32
NM_001032391	32
NM_001033569	32
NM_001316	32
NM_001537	32
NM_001618	32
NM_001745	32
NM_001865	32
NM_001969	32
NM_002047	32
NM_002134	32
NM_002268	32
NM_002435	32
NM_002601	32
NM_002627	32
NM_002654	32
NM_002712	32
NM_002726	32
NM_002799	32
NM_002805	32
NM_002808	32
NM_002810	32
NM_002815	32
NM_002883	32
NM_002902	32
NM_003021	32
NM_003072	32
NM_003086	32
NM_003169	32
NM_003310	32
NM_003314	32
NM_003348	32
NM_003481	32
NM_003681	32
NM_003690	32
NM_003818	32
NM_004231	32
NM_004290	32
NM_004374	32
NM_004462	32
NM_004520	32
NM_004569	32
NM_004643	32
NM_004674	32
NM_004687	32
NM_004773	32
NM_004814	32
NM_004865	32
NM_004990	32
NM_005184	32
NM_005389	32
NM_005493	32
NM_005494	32
NM_005500	32
NM_005648	32
NM_005701	32
NM_005736	32
NM_005870	32
NM_005880	32
NM_005969	32
NM_006001	32
NM_006221	32
NM_006325	32
NM_006327	32
NM_006370	32
NM_006451	32
NM_006589	32
NM_006602	32
NM_006791	32
NM_006792	32
NM_006807	32
NM_006819	32
NM_006826	32
NM_006930	32
NM_007318	32
NM_007319	32
NM_012111	32
NM_012329	32
NM_013236	32
NM_013242	32
NM_014174	32
NM_014315	32
NM_014394	32
NM_014623	32
NM_014889	32
NM_014966	32
NM_015171	32
NM_015305	32
NM_015476	32
NM_015575	32
NM_015909	32
NM_016100	32
NM_016185	32
NM_016407	32
NM_016475	32
NM_016505	32
NM_017582	32
NM_017743	32
NM_018174	32
NM_018447	32
NM_018686	32
NM_018982	32
NM_019008	32
NM_019088	32
NM_020154	32
NM_020188	32
NM_020191	32
NM_020194	32
NM_020197	32
NM_020362	32
NM_020414	32
NM_020548	32
NM_020774	32
NM_020839	32
NM_021131	32
NM_023924	32
NM_024028	32
NM_024050	32
NM_024556	32
NM_025076	32
NM_025155	32
NM_030790	32
NM_030940	32
NM_030978	32
NM_031210	32
NM_031922	32
NM_032233	32
NM_032320	32
NM_032324	32
NM_032830	32
NM_058246	32
NM_080386	32
NM_138391	32
NM_138614	32
NM_139315	32
NM_173474	32
NM_173607	32
NM_178000	32
NM_181527	32
NM_183004	32
NM_183323	32
NM_183399	32
NM_183401	32
NM_197960	32
NM_203302	32
NM_203477	32
NM_000462	33
NM_000938	33
NM_001001342	33
NM_001002296	33
NM_001002924	33
NM_001003712	33
NM_001005386	33
NM_001005781	33
NM_001006600	33
NM_001007553	33
NM_001008660	33
NM_001011708	33
NM_001011885	33
NM_001012750	33
NM_001017963	33
NM_001018676	33
NM_001024924	33
NM_001029863	33
NM_001032372	33
NM_001032374	33
NM_001032375	33
NM_001032393	33
NM_001033059	33
NM_001033566	33
NM_001412	33
NM_001483	33
NM_001498	33
NM_001539	33
NM_001634	33
NM_001981	33
NM_002013	33
NM_002092	33
NM_002264	33
NM_002267	33
NM_002300	33
NM_002376	33
NM_002396	33
NM_002495	33
NM_002552	33
NM_002717	33
NM_002748	33
NM_002806	33
NM_002811	33
NM_002814	33
NM_002834	33
NM_002858	33
NM_002890	33
NM_003022	33
NM_003130	33
NM_003133	33
NM_003193	33
NM_003262	33
NM_003341	33
NM_003372	33
NM_003406	33
NM_003968	33
NM_004134	33
NM_004162	33
NM_004215	33
NM_004331	33
NM_004480	33
NM_004508	33
NM_004539	33
NM_004685	33
NM_004788	33
NM_004834	33
NM_004859	33
NM_004896	33
NM_004939	33
NM_005034	33
NM_005038	33
NM_005151	33
NM_005348	33
NM_005463	33
NM_005509	33
NM_005662	33
NM_005690	33
NM_005791	33
NM_005805	33
NM_005872	33
NM_006049	33
NM_006136	33
NM_006156	33
NM_006246	33
NM_006294	33
NM_006310	33
NM_006335	33
NM_006391	33
NM_006463	33
NM_006571	33
NM_006595	33
NM_006597	33
NM_006708	33
NM_006713	33
NM_006788	33
NM_006837	33
NM_006857	33
NM_007178	33
NM_007362	33
NM_012229	33
NM_012297	33
NM_012319	33
NM_012343	33
NM_012399	33
NM_012414	33
NM_012416	33
NM_014016	33
NM_014043	33
NM_014177	33
NM_014500	33
NM_014765	33
NM_014820	33
NM_014864	33
NM_015138	33
NM_015161	33
NM_015235	33
NM_015387	33
NM_015391	33
NM_015423	33
NM_015565	33
NM_015723	33
NM_015878	33
NM_016080	33
NM_016099	33
NM_016106	33
NM_016107	33
NM_016131	33
NM_016133	33
NM_016289	33
NM_016308	33
NM_016403	33
NM_016410	33
NM_016614	33
NM_017610	33
NM_017830	33
NM_017845	33
NM_017867	33
NM_017943	33
NM_018023	33
NM_018060	33
NM_018103	33
NM_018120	33
NM_018142	33
NM_018206	33
NM_018229	33
NM_018247	33
NM_018356	33
NM_018448	33
NM_018477	33
NM_018479	33
NM_018480	33
NM_018834	33
NM_019048	33
NM_020198	33
NM_020357	33
NM_021824	33
NM_021940	33
NM_022496	33
NM_022650	33
NM_030796	33
NM_032303	33
NM_032810	33
NM_080391	33
NM_100264	33
NM_100486	33
NM_130838	33
NM_130839	33
NM_145049	33
NM_145690	33
NM_152301	33
NM_173794	33
NM_173809	33
NM_178155	33
NM_178157	33
NM_181742	33
NM_182977	33
NM_183043	33
NM_183044	33
NM_183045	33
NM_198077	33
NM_198120	33
NM_198901	33
NM_199189	33
NM_199482	33
NM_201647	33
NM_203462	33
NM_203504	33
NM_213622	33
NM_000152	34
NM_000188	34
NM_000294	34
NM_000548	34
NM_000858	34
NM_001004720	34
NM_001004722	34
NM_001006115	34
NM_001009998	34
NM_001013839	34
NM_001029835	34
NM_001033518	34
NM_001033520	34
NM_001033549	34
NM_001054	34
NM_001055	34
NM_001287	34
NM_001520	34
NM_001893	34
NM_002149	34
NM_002337	34
NM_002513	34
NM_002537	34
NM_002636	34
NM_002676	34
NM_002857	34
NM_002972	34
NM_003003	34
NM_003334	34
NM_003827	34
NM_003938	34
NM_003969	34
NM_004127	34
NM_004214	34
NM_004228	34
NM_004322	34
NM_004327	34
NM_004565	34
NM_004656	34
NM_004691	34
NM_004899	34
NM_005137	34
NM_005469	34
NM_005675	34
NM_005875	34
NM_005997	34
NM_006285	34
NM_006319	34
NM_006354	34
NM_006357	34
NM_006368	34
NM_006374	34
NM_006388	34
NM_006442	34
NM_006702	34
NM_007184	34
NM_007278	34
NM_012102	34
NM_012235	34
NM_012295	34
NM_012305	34
NM_012392	34
NM_013272	34
NM_014066	34
NM_014186	34
NM_014301	34
NM_014972	34
NM_014997	34
NM_015037	34
NM_015125	34
NM_015197	34
NM_015246	34
NM_015260	34
NM_015353	34
NM_015374	34
NM_015456	34
NM_016162	34
NM_016525	34
NM_016605	34
NM_017432	34
NM_017825	34
NM_018210	34
NM_018955	34
NM_019104	34
NM_019613	34
NM_019843	34
NM_020213	34
NM_020214	34
NM_020310	34
NM_020531	34
NM_020773	34
NM_021640	34
NM_021729	34
NM_023933	34
NM_024165	34
NM_024293	34
NM_024298	34
NM_024329	34
NM_024551	34
NM_024682	34
NM_025241	34
NM_031213	34
NM_031417	34
NM_031443	34
NM_031450	34
NM_032125	34
NM_032188	34
NM_032349	34
NM_032508	34
NM_032989	34
NM_033257	34
NM_033496	34
NM_033497	34
NM_133171	34
NM_134421	34
NM_152339	34
NM_153280	34
NM_177528	34
NM_177530	34
NM_177536	34
NM_182678	34
NM_194326	34
NM_198941	34
NM_199193	34
NM_199367	34
NM_207368	34
NM_000640	35
NM_001025108	35
NM_001033604	35
NM_001041	35
NM_001351	35
NM_002269	35
NM_002285	35
NM_002365	35
NM_002470	35
NM_002498	35
NM_002977	35
NM_003114	35
NM_003284	35
NM_003408	35
NM_003420	35
NM_003429	35
NM_003451	35
NM_003599	35
NM_003817	35
NM_003866	35
NM_004179	35
NM_004392	35
NM_004432	35
NM_004700	35
NM_004858	35
NM_005296	35
NM_005369	35
NM_005800	35
NM_006872	35
NM_006959	35
NM_007017	35
NM_007124	35
NM_013362	35
NM_013380	35
NM_014155	35
NM_014258	35
NM_014278	35
NM_015272	35
NM_015314	35
NM_015604	35
NM_016125	35
NM_016331	35
NM_017412	35
NM_017738	35
NM_018084	35
NM_018272	35
NM_018355	35
NM_018652	35
NM_018665	35
NM_018666	35
NM_018672	35
NM_018963	35
NM_018999	35
NM_019644	35
NM_020144	35
NM_020192	35
NM_020787	35
NM_020970	35
NM_021179	35
NM_022133	35
NM_022360	35
NM_022742	35
NM_024325	35
NM_024514	35
NM_024548	35
NM_024669	35
NM_024674	35
NM_024697	35
NM_024744	35
NM_024942	35
NM_025114	35
NM_030613	35
NM_030899	35
NM_030936	35
NM_030945	35
NM_031291	35
NM_031887	35
NM_031962	35
NM_032131	35
NM_032599	35
NM_033468	35
NM_052906	35
NM_052956	35
NM_054020	35
NM_138811	35
NM_144721	35
NM_144722	35
NM_145036	35
NM_145276	35
NM_145909	35
NM_152275	35
NM_152279	35
NM_152467	35
NM_152636	35
NM_152655	35
NM_152660	35
NM_152720	35
NM_152836	35
NM_153689	35
NM_172218	35
NM_172232	35
NM_172311	35
NM_173500	35
NM_181356	35
NM_182603	35
NM_199126	35
NM_201286	35
NM_207323	35
NM_000020	36
NM_000103	36
NM_000112	36
NM_000196	36
NM_000208	36
NM_000230	36
NM_000336	36
NM_000413	36
NM_000596	36
NM_000627	36
NM_000735	36
NM_000756	36
NM_000781	36
NM_000847	36
NM_000860	36
NM_000862	36
NM_001004343	36
NM_001011655	36
NM_001014434	36
NM_001024215	36
NM_001024216	36
NM_001031628	36
NM_001032281	36
NM_001032360	36
NM_001032394	36
NM_001032997	36
NM_001033873	36
NM_001059	36
NM_001091	36
NM_001147	36
NM_001395	36
NM_001632	36
NM_001692	36
NM_001999	36
NM_002153	36
NM_002192	36
NM_002195	36
NM_002256	36
NM_002428	36
NM_002449	36
NM_002581	36
NM_002658	36
NM_002781	36
NM_003222	36
NM_003265	36
NM_003391	36
NM_003474	36
NM_003643	36
NM_003836	36
NM_003856	36
NM_003943	36
NM_004423	36
NM_004484	36
NM_004525	36
NM_004696	36
NM_004878	36
NM_004961	36
NM_005505	36
NM_005623	36
NM_005755	36
NM_005940	36
NM_006042	36
NM_006059	36
NM_006287	36
NM_006691	36
NM_006760	36
NM_006840	36
NM_006905	36
NM_007003	36
NM_007197	36
NM_013268	36
NM_013363	36
NM_014289	36
NM_014485	36
NM_014567	36
NM_014694	36
NM_015507	36
NM_016206	36
NM_016232	36
NM_016243	36
NM_016267	36
NM_017556	36
NM_017707	36
NM_017791	36
NM_017852	36
NM_017947	36
NM_017977	36
NM_017986	36
NM_018302	36
NM_018646	36
NM_019016	36
NM_019617	36
NM_020204	36
NM_021796	36
NM_022358	36
NM_022369	36
NM_022557	36
NM_024657	36
NM_024785	36
NM_025243	36
NM_031313	36
NM_031439	36
NM_032211	36
NM_032420	36
NM_032609	36
NM_032793	36
NM_032833	36
NM_032890	36
NM_033553	36
NM_052846	36
NM_057177	36
NM_130776	36
NM_133179	36
NM_133467	36
NM_133496	36
NM_138964	36
NM_139314	36
NM_152403	36
NM_153221	36
NM_153334	36
NM_153705	36
NM_173591	36
NM_181712	36
NM_182509	36
NM_182798	36
NM_182799	36
NM_182801	36
NM_182832	36
NM_194300	36
NM_206943	36
NM_207330	36
NM_000553	37
NM_000633	37
NM_000932	37
NM_001005735	37
NM_001006945	37
NM_001009182	37
NM_001013694	37
NM_001025580	37
NM_001029976	37
NM_001031689	37
NM_001259	37
NM_001810	37
NM_001980	37
NM_002461	37
NM_002533	37
NM_002610	37
NM_002655	37
NM_002894	37
NM_002895	37
NM_003060	37
NM_003428	37
NM_003454	37
NM_003513	37
NM_003620	37
NM_003630	37
NM_003958	37
NM_004253	37
NM_004260	37
NM_004282	37
NM_004289	37
NM_004529	37
NM_004571	37
NM_004897	37
NM_005432	37
NM_005680	37
NM_005788	37
NM_005926	37
NM_006467	37
NM_006515	37
NM_006530	37
NM_006980	37
NM_007059	37
NM_007117	37
NM_007149	37
NM_007207	37
NM_007353	37
NM_012160	37
NM_012241	37
NM_012415	37
NM_013276	37
NM_013940	37
NM_014305	37
NM_014425	37
NM_014574	37
NM_014591	37
NM_014793	37
NM_014956	37
NM_015092	37
NM_015106	37
NM_015360	37
NM_015401	37
NM_015550	37
NM_016004	37
NM_016020	37
NM_016101	37
NM_016586	37
NM_016625	37
NM_017423	37
NM_017645	37
NM_017676	37
NM_017693	37
NM_017850	37
NM_017872	37
NM_017998	37
NM_018048	37
NM_018087	37
NM_018112	37
NM_018128	37
NM_018321	37
NM_018559	37
NM_018607	37
NM_018657	37
NM_020070	37
NM_020230	37
NM_021148	37
NM_022154	37
NM_022344	37
NM_022461	37
NM_022779	37
NM_024090	37
NM_024093	37
NM_024630	37
NM_024685	37
NM_024718	37
NM_024766	37
NM_024770	37
NM_024805	37
NM_024808	37
NM_024813	37
NM_024864	37
NM_024884	37
NM_025265	37
NM_030751	37
NM_030791	37
NM_030901	37
NM_030934	37
NM_031244	37
NM_032476	37
NM_032591	37
NM_032714	37
NM_033518	37
NM_052879	37
NM_080663	37
NM_138473	37
NM_144728	37
NM_145243	37
NM_173194	37
NM_173685	37
NM_175870	37
NM_176818	37
NM_181581	37
NM_181825	37
NM_182488	37
NM_203291	37
NM_000155	38
NM_000278	38
NM_000287	38
NM_000443	38
NM_001001484	38
NM_001003689	38
NM_001004426	38
NM_001008390	38
NM_001008910	38
NM_001012511	38
NM_001017989	38
NM_001024938	38
NM_001024939	38
NM_001031719	38
NM_001230	38
NM_001384	38
NM_001440	38
NM_001531	38
NM_001805	38
NM_001818	38
NM_002660	38
NM_002903	38
NM_003041	38
NM_003076	38
NM_003514	38
NM_003545	38
NM_003557	38
NM_003691	38
NM_003724	38
NM_003745	38
NM_003823	38
NM_003940	38
NM_004073	38
NM_004229	38
NM_004259	38
NM_004760	38
NM_005017	38
NM_005238	38
NM_005262	38
NM_005320	38
NM_005535	38
NM_005650	38
NM_006020	38
NM_006076	38
NM_006165	38
NM_006532	38
NM_006567	38
NM_006572	38
NM_006850	38
NM_006896	38
